Neighbor list in replicated POSCAR file
Nearest neighbor distance: 1.926
Neighbor distances: (angstrom), number of neighbors
509th nearest neighbor distance: 18.154, number of neighbors: 4
510th nearest neighbor distance: 18.196, number of neighbors: 6
511th nearest neighbor distance: 18.201, number of neighbors: 8
512th nearest neighbor distance: 18.229, number of neighbors: 4
513th nearest neighbor distance: 18.260, number of neighbors: 2
514th nearest neighbor distance: 18.283, number of neighbors: 8
515th nearest neighbor distance: 18.304, number of neighbors: 12
516th nearest neighbor distance: 18.323, number of neighbors: 4
517th nearest neighbor distance: 18.384, number of neighbors: 4
518th nearest neighbor distance: 18.393, number of neighbors: 6
519th nearest neighbor distance: 18.470, number of neighbors: 6
520th nearest neighbor distance: 18.535, number of neighbors: 2
521th nearest neighbor distance: 18.556, number of neighbors: 4
522th nearest neighbor distance: 18.575, number of neighbors: 4
523th nearest neighbor distance: 18.598, number of neighbors: 10
524th nearest neighbor distance: 18.630, number of neighbors: 4
525th nearest neighbor distance: 18.665, number of neighbors: 12
526th nearest neighbor distance: 18.715, number of neighbors: 4
527th nearest neighbor distance: 18.749, number of neighbors: 2
528th nearest neighbor distance: 18.754, number of neighbors: 4
529th nearest neighbor distance: 18.780, number of neighbors: 8
530th nearest neighbor distance: 18.784, number of neighbors: 4
531th nearest neighbor distance: 18.792, number of neighbors: 6
532th nearest neighbor distance: 18.848, number of neighbors: 8
533th nearest neighbor distance: 18.905, number of neighbors: 2
534th nearest neighbor distance: 18.938, number of neighbors: 2
535th nearest neighbor distance: 18.973, number of neighbors: 4
536th nearest neighbor distance: 18.994, number of neighbors: 4
537th nearest neighbor distance: 19.117, number of neighbors: 4
538th nearest neighbor distance: 19.133, number of neighbors: 4
539th nearest neighbor distance: 19.154, number of neighbors: 4
540th nearest neighbor distance: 19.175, number of neighbors: 4
541th nearest neighbor distance: 19.234, number of neighbors: 4
542th nearest neighbor distance: 19.327, number of neighbors: 4
543th nearest neighbor distance: 19.350, number of neighbors: 8
544th nearest neighbor distance: 19.352, number of neighbors: 4
545th nearest neighbor distance: 19.378, number of neighbors: 2
546th nearest neighbor distance: 19.387, number of neighbors: 8
547th nearest neighbor distance: 19.473, number of neighbors: 4
548th nearest neighbor distance: 19.481, number of neighbors: 6
549th nearest neighbor distance: 19.500, number of neighbors: 2
550th nearest neighbor distance: 19.502, number of neighbors: 2
551th nearest neighbor distance: 19.557, number of neighbors: 2
552th nearest neighbor distance: 19.621, number of neighbors: 4
553th nearest neighbor distance: 19.685, number of neighbors: 6
554th nearest neighbor distance: 19.704, number of neighbors: 4
555th nearest neighbor distance: 19.705, number of neighbors: 2
556th nearest neighbor distance: 19.706, number of neighbors: 4
557th nearest neighbor distance: 19.732, number of neighbors: 2
558th nearest neighbor distance: 19.739, number of neighbors: 4
559th nearest neighbor distance: 19.773, number of neighbors: 8
560th nearest neighbor distance: 19.786, number of neighbors: 2
561th nearest neighbor distance: 19.847, number of neighbors: 4
562th nearest neighbor distance: 19.876, number of neighbors: 4
563th nearest neighbor distance: 20.139, number of neighbors: 4
564th nearest neighbor distance: 20.165, number of neighbors: 2
565th nearest neighbor distance: 20.194, number of neighbors: 2
566th nearest neighbor distance: 20.254, number of neighbors: 2
567th nearest neighbor distance: 20.334, number of neighbors: 2
568th nearest neighbor distance: 20.362, number of neighbors: 2
569th nearest neighbor distance: 20.383, number of neighbors: 2
570th nearest neighbor distance: 20.391, number of neighbors: 4
571th nearest neighbor distance: 20.423, number of neighbors: 2
572th nearest neighbor distance: 20.578, number of neighbors: 2
573th nearest neighbor distance: 20.640, number of neighbors: 2
574th nearest neighbor distance: 21.107, number of neighbors: 2
575th nearest neighbor distance: 21.217, number of neighbors: 2
576th nearest neighbor distance: 21.284, number of neighbors: 2
577th nearest neighbor distance: 21.507, number of neighbors: 2
578th nearest neighbor distance: 21.565, number of neighbors: 2
579th nearest neighbor distance: 21.666, number of neighbors: 2
580th nearest neighbor distance: 22.005, number of neighbors: 4
581th nearest neighbor distance: 22.168, number of neighbors: 2
582th nearest neighbor distance: 22.243, number of neighbors: 2
583th nearest neighbor distance: 22.347, number of neighbors: 2
